Topic	Doc_ID	Title	Tag
-1	1061	MANUFACTURING METHOD OF COIL COMPONENT AND COIL COMPONENT	Tag
17	1062	SYSTEMS AND METHODS FOR PROCESS SCALE ISOLATION OF IMMUNOGLOBULIN G	Tag
15	1063	COMPOSITION FOR RESIST PATTERN METALLIZATION PROCESS	Tag
16	1064	COMPOSITIONS AND METHODS FOR DETECTION OF BACTERIA AND FUNGI ASSOCIATED WITH BACTERIAL AND CANDIDA VAGINOSIS	Tag
17	1065	MACROCYCLIC DERIVATIVES ACTING AS XIA FACTOR INHIBITOR	Tag
-1	1066	APPARATUS, PROCESS, AND EXTRUSION SCREW FOR PRODUCING SYNDET SOAPS	Tag
17	1067	RADIOLABELED COMPOUNDS	Tag
7	1068	WHITE LIGHT EMITTING DEVICE AND LIGHT EMITTING DISPLAY DEVICE INCLUDING THE SAME	Tag
4	1069	METHOD AND APPARATUS FOR RELAYING DIGITAL CERTIFICATE PROCESSING TASK, MEDIUM, AND PROGRAM PRODUCT	Tag
18	1070	SYSTEM AND METHOD FOR SPINE FUSION USING AN EXPANDABLE CAGE	Tag
10	1071	METHODS, DEVICES, AND COMPUTER READABLE STORAGE MEDIA FOR IMAGE PROCESSING	Tag
4	1072	MEMORY DEVICE WITH ON-CHIP SACRIFICIAL MEMORY CELLS	Tag
19	1073	METHOD AND SYSTEM FOR HIGH-INTEGRITY VEHICLE LOCALIZATION	Tag
17	1074	Agent for Eliminating Pluripotent Stem Cells	Tag
-1	1075	ROOFING ASSEMBLY, MODULAR ROOFING SYSTEM, AND METHOD OF ROOFING	Tag
4	1076	METHOD AND SYSTEM FOR DEFINING CONSUMER INTERACTIONS FOR INITIATING EXECUTION OF COMMANDS	Tag
-1	1077	CONTROL DEVICE	Tag
13	1078	OPTIMISED HEAT EXCHANGE SYSTEM OF A TURBOMACHINE	Tag
19	1079	EFFICIENT AND ROBUST METHODOLOGY FOR TRACTION CONTROL SYSTEM	Tag
-1	1080	RAPID RELIABLE DETECTION OF PATHOGENS IN FRESH FOODS	Tag
2	1081	METHOD FOR MANUFACTURING PLANAR TRANSFORMER WITH ODD TURN RATIO	Tag
-1	1082	CREDIBLE FRUIT TRACEABILITY METHOD AND DEVICE BASED ON FRUIT TEXTURE ATLAS AND BLOCKCHAIN	Tag
4	1083	METHOD FOR CONTROLLING DISPLAY OF MULTIMEDIA DATA, ELECTRONIC DEVICE, AND STORAGE MEDIUM	Tag
-1	1084	LIQUID HAND DISHWASHING CLEANING COMPOSITION	Tag
4	1085	ELECTRONIC DEVICE AND METHOD FOR FABRICATING THE SAME	Tag
17	1086	OLIGOSACCHARIDES COMPRISING AN AMINOOXY GROUP AND CONJUGATES THEREOF	Tag
-1	1087	PESTICIDAL MIXTURES	Tag
0	1088	Electrolytic Capacitor Having A Shaped Anode Wire That Prevents Failure Due To A Cracked Anode	Tag
15	1089	METHOD FOR DECOLORIZATION OF POLYESTER FABRIC	Tag
7	1090	OPTICAL DELAY LINE STRUCTURE	Tag
-1	1091	METHOD FOR MANUFACTURING DISPLAY MODULE COMPRISING SENSOR, AND ELECTRONIC DEVICE COMPRISING DISPLAY MODULE	Tag
9	1092	Guaranteed Data Compression	Tag
15	1093	Waterproof Cover	Tag
4	1094	FACILITATING IDENTIFICATION OF COMPROMISED DEVICES BY NETWORK ACCESS CONTROL (NAC) OR UNIFIED THREAT MANAGEMENT (UTM) SECURITY SERVICES BY LEVERAGING CONTEXT FROM AN ENDPOINT DETECTION AND RESPONSE (EDR) AGENT	Tag
-1	1095	LUGGAGE TRANSPORT SYSTEM, LUGGAGE TRANSPORT METHOD, AND STORAGE MEDIUM	Tag
-1	1096	MAGNETIC FLUID SEALING DEVICE FOR OSCILLATING SHAFT	Tag
-1	1097	Injection Fluids Comprising Anionic Surfactants and Alkoxylated Alcohols and the Use of Such Fluids in Chemical Enhanced Oil Recovery Processes	Tag
12	1098	3D PRINTING DEVICE	Tag
18	1099	LOW-STRESS COMPRESSIBLE IMPLANTS	Tag
4	1100	CALL CONTROL METHOD AND APPARATUS, AND STORAGE MEDIUM AND TERMINAL DEVICE	Tag
-1	1101	FULL CONTINUOUS FLOW SYNTHESIS PROCESS OF FLUORINE-CONTAINING AROMATIC HYDROCARBON COMPOUNDS	Tag
-1	1102	METHOD OF PLASMA PROCESSING A SUBSTRATE IN A PLASMA CHAMBER AND PLASMA PROCESSING SYSTEM	Tag
0	1103	METHOD OF FORMING A SEMICONDUCTOR DEVICE	Tag
-1	1104	PROCESS PROVIDING IMPROVED BASE OIL YIELD	Tag
-1	1105	SYSTEMS AND METHODS FOR RENDERING MODELS BASED ON MEDICAL IMAGING DATA	Tag
-1	1106	Pipeline Connecting Device, Pipeline Element Coupling Piece and Coupling Method Therefor	Tag
-1	1107	REUSABLE APPLICATORS FOR TRANSCUTANEOUS ANALYTE SENSORS, AND ASSOCIATED METHODS	Tag
-1	1108	ONE PIECE MOLDED POST-TENSION TENDON POCKET FORMER WITH PUSH IN RETENTION TABS AND METHOD OF USE THEREOF	Tag
15	1109	ABSORPTIVE NEEDLE-PUNCHED LAYER COMPOSITE	Tag
-1	1110	GLASS COMPOSITION FOR GLASS FIBERS, GLASS FIBERS, GLASS FIBER FABRIC, AND GLASS FIBER-REINFORCED RESIN COMPOSITION	Tag
18	1111	METHODS AND SYSTEMS FOR IMPLANTING A JOINT IMPLANT	Tag
0	1112	POWER MODULE AND RELATED METHODS	Tag
13	1113	SMART THERMOSTAT WITH MODEL PREDICTIVE CONTROL AND DEMAND RESPONSE INTEGRATION	Tag
10	1114	METHOD AND APPARATUS OF PREDICTING FRACTURE RISK	Tag
12	1115	METHOD FOR THE PRODUCTION OF THREE-DIMENSIONAL SCREEN-PRINTED WORKPIECES	Tag
-1	1116	Device and Method for Transferring a Strip of a Web	Tag
20	1117	LATERAL PLATE AND SPINAL IMPLANT SYSTEM AND METHOD	Tag
16	1118	METHOD OF DIAGNOSING BLADDER CANCER	Tag
-1	1119	THERMOELECTRIC CONVERSION ELEMENT, THERMOELECTRIC CONVERSION MODULE, JOINING MATERIAL, AND METHOD FOR MANUFACTURING THERMOELECTRIC CONVERSION ELEMENT	Tag
4	1120	METHOD OF SETTING RESERVED SUBFRAMES FOR RESOURCE POOL, USER EQUIPMENT, AND BASE STATION	Tag
19	1121	VEHICLE CONTROL DEVICE, VEHICLE CONTROL METHOD, AND STORAGE MEDIUM	Tag
-1	1122	PLASTIC OPTICAL FIBER MANUFACTURING METHOD	Tag
4	1123	GLYPH SCAFFOLDS FOR GENERATING UNIQUE GLYPHS TO USE AS DATA MARKS IN DATA VISUALIZATIONS	Tag
-1	1124	ABNORMALITY DETERMINATION DEVICE, ABNORMALITY DETERMINATION METHOD, VEHICLE STATE ESTIMATION DEVICE, AND NON-TRANSITORY COMPUTER-READABLE STORAGE MEDIUM	Tag
-1	1125	INTRAVASCULAR ENERGY DELIVERY	Tag
4	1126	COOPERATIVE RADIO RESOURCE SCHEDULING IN A WIRELESS COMMUNICATION NETWORK AND METHODS FOR USE THEREWITH	Tag
16	1127	Molecular Diagnostic Method Using Cell Lysis Composition For Nucleic Acid Extraction	Tag
4	1128	SYSTEMS AND METHODS FOR DUAL-PULSE PROGRAMMING	Tag
-1	1129	DOUBLE PILLOW WITH CERVICAL SUPPORT	Tag
19	1130	CONTROL DEVICE FOR HUMAN-POWERED VEHICLE	Tag
10	1131	IMAGE PROCESSING METHOD AND ELECTRONIC APPARATUS	Tag
-1	1132	SUBSTRATE TREATING APPARATUS	Tag
9	1133	Block Modulating Video and Image Compression Codecs, Associated Methods, and Computer Program Products For Carrying Out The Same	Tag
20	1134	ISO-TRUSS STRUCTURE AND COUPLING MECHANISM FOR ISO-TRUSS STRUCTURE	Tag
17	1135	H5N6 Recombinant Influenza Virus, A Composition For Preparing The Same, And A Vaccine Composition Containing The Same	Tag
14	1136	WASH WATER PROCESSING APPARATUS AND STERILIZATION AND PURIFICATION UNIT, AND WASH WATER PROCESSING METHOD OF SEMICONDUCTOR ELEMENT OR LIQUID-CRYSTAL GLASSES	Tag
-1	1137	SYSTEMS AND METHODS FOR STORAGE AND SUPPLY OF F3NO-FREE FNO GASES AND F3NO-FREE FNO GAS MIXTURES FOR SEMICONDUCTOR PROCESSES	Tag
4	1138	DOMAIN-SPECIFIC CONSTRAINTS FOR PREDICTIVE MODELING	Tag
4	1139	SYSTEMS AND METHODS OF PERSONALIZED USER INTERACTION WITH DIGITAL CONTENT	Tag
-1	1140	DISSOLVABLE OR DEGRADABLE ADHESIVE POLYMER TO PREVENT STENT MIGRATION	Tag
10	1141	Method and Apparatus for Multi-Dimensional Content Search and Video Identification	Tag
-1	1142	Manual pulling instrument	Tag
-1	1143	SPEAKER	Tag
-1	1144	CATALYST FOR FUEL CELL AND METHOD FOR PREPARING THE SAME	Tag
-1	1145	CABLE WITH CONNECTOR	Tag
7	1146	LIGHT-EMITTING DEVICE, LIGHT-EMITTING APPARATUS, ELECTRONIC DEVICE, AND LIGHTING DEVICE	Tag
15	1147	RUBBER COMPOSITION, CROSSLINKED RUBBER PRODUCT OBTAINED FROM SAID RUBBER COMPOSITION, AND METHOD FOR PRODUCING SAID RUBBER COMPOSITION	Tag
4	1148	METHODS AND SYSTEMS FOR FILTERING CONTENT IN RECONSTRUCTIONS OF NATIVE DATA OF ASSETS	Tag
-1	1149	SIMULATION OF RIGID BODIES	Tag
10	1150	ACTION LEARNING METHOD, MEDIUM, AND ELECTRONIC DEVICE	Tag
4	1151	ON-BOARD COMPUTER, COMPUTER EXECUTION METHOD, AND COMPUTER PROGRAM	Tag
4	1152	Ultra-Low Power Mesh Network	Tag
-1	1153	ABSORBENT PRODUCT	Tag
-1	1154	BIOLOGICAL ANALYSIS DEVICES AND SYSTEMS	Tag
12	1155	CHARGING STAND	Tag
2	1156	POWER CONVERTER	Tag
-1	1157	KINEMATIC ASSESSMENT AND VERIFICATION OF PAPER DOCUMENTS FOR PROCESSING AND ANALYSIS THEREOF	Tag
18	1158	REMOTE MODIFICATION OF THERAPY DELIVERED BY AMBULATORY MEDICAMENT PUMP	Tag
3	1159	METHOD AND APPARATUS FOR RECOGNIZING WIND NOISE OF EARPHONE, AND EARPHONE	Tag
15	1160	COPOLYMER-SILICA HYBRID AEROGELS AND METHODS FOR THE PREPARATION THEREOF	Tag
-1	1161	ELECTRONIC DEVICE	Tag
-1	1162	ROBOT CONTROL SYSTEM, ROBOT CONTROL METHOD, AND CONTROL PROGRAM	Tag
-1	1163	ANOMALY DETECTION APPARATUS, ANOMALY DETECTION METHOD, AND ANOMALY DETECTION SYSTEM	Tag
-1	1164	Microgel Compositions	Tag
-1	1165	THREE-DIMENSIONALLY FORMED THIN GLASS	Tag
10	1166	IMAGING APPARATUS	Tag
-1	1167	Climate Control Lids	Tag
4	1168	FAR-FIELD ANTENNA PATTERN MEASURING SOLUTION & SYSTEM FOR CALIBRATION USING REAL-TIME SYNCHRONIZATION OF HEIGHT INFORMATION	Tag
-1	1169	AGRICULTURAL TRELLIS SYSTEMS, AND ASSOCIATED DEVICES AND METHODS	Tag
-1	1170	Automated Manufacturing Method and System and In-Mold Coated Plastic Article Produced Thereby	Tag
0	1171	THIN FILM TRANSISTOR, METHOD FOR MANUFACTURING THE THIN FILM TRANSISTOR AND DISPLAY DEVICE COMPRISING THE THIN FILM TRANSISTOR	Tag
15	1172	COMPOSITIONS AND METHODS FOR REMEDIATING HYDROGEN SULFIDE IN HYDROCARBON BASED LIQUIDS	Tag
-1	1173	Paint Bucket and Roller Storage Combination and Methods of Use Thereof	Tag
4	1174	ISA ACCESSIBLE PHYSICAL UNCLONABLE FUNCTION	Tag
-1	1175	METHOD FOR MOVING A LOAD WITH A CRANE IN A COLLISION-FREE MANNER	Tag
8	1176	SPECTACLE LENS PRODUCTION METHOD AND SPECTACLE LENS	Tag
14	1177	Washing Machine and Method of Operation	Tag
19	1178	VEHICLE COMPONENT AND CONTROL METHOD THEREOF	Tag
-1	1179	CHANGE-OVER COUPLING	Tag
4	1180	SOFTWARE VISIBLE AND CONTROLLABLE LOCK-STEPPING WITH CONFIGURABLE LOGICAL PROCESSOR GRANULARITIES	Tag
6	1181	DISPLAY PANEL AND DISPLAY APPARATUS INCLUDING THE SAME	Tag
15	1182	LIQUID CRYSTAL COMPOSITION, OPTICAL FILM, CIRCULARLY POLARIZING PLATE FOR ORGANIC EL DISPLAY, AND METHOD FOR PRODUCING OPTICALLY ANISOTROPIC LAYER	Tag
4	1183	SUBSCRIBER STATION FOR A SERIAL BUS SYSTEM AND METHOD FOR COMMUNICATING IN A SERIAL BUS SYSTEM	Tag
-1	1184	Recording Method and Recording Device	Tag
-1	1185	OBJECT DETECTOR, SENSING APPARATUS, AND MOBILE OBJECT	Tag
2	1186	SELF-CONTAINED, STAND-ALONE POWER GENERATOR	Tag
-1	1187	REFERENCE POSITION SETTING METHOD AND OPERATION DETECTION DEVICE	Tag
-1	1188	Collapsible Pallet Container	Tag
7	1189	QUANTUM DOT LIGHT SOURCE LIQUID CRYSTAL DISPLAYS	Tag
10	1190	METHOD AND APPARATUS FOR DETECTING ASSOCIATED OBJECTS	Tag
-1	1191	WATER ELECTROLYSIS CATALYST FOR FUEL CELL ANODE, ANODE CATALYST COMPOSITION, AND MEMBRANE ELECTRODE ASSEMBLY	Tag
5	1192	IRREGULAR OBJECT LENGTH MEASURING INSTRUMENT	Tag
18	1193	SYRINGE PLUNGER FINGER RING STRUCTURES	Tag
19	1194	VEHICLE CONTROL DEVICE AND COMPUTER PROGRAM	Tag
17	1195	ASSAY FOR NEUTRALIZING ANTIBODY TESTING AND TREATMENT	Tag
9	1196	TEMPLATE MATCHING IN VIDEO CODING	Tag
-1	1197	Methods, Devices, and Kits for Emergent Pattern Games and Activities for Individuals, Collaborators, and Teams	Tag
-1	1198	CONTROL SYSTEMS AND METHODS FOR BUILDING EQUIPMENT WITH OPTIMIZATION MODIFICATION	Tag
19	1199	IMAGE SEMANTIC SEGMENTATION FOR PARKING SPACE DETECTION	Tag
6	1200	DISPLAY DEVICE AND METHOD FOR DRIVING THE SAME	Tag
4	1201	SYSTEM AND METHOD FOR CERTIFICATE-LESS SECURITY MANAGEMENT OF INTERCONNECTED HYBRID RESOURCES	Tag
16	1202	CYTOMETRY DATA ANALYSIS	Tag
-1	1203	HOOK STRUCTURE FOR HANGING AUTOMOBILE INTERIOR PART	Tag
17	1204	E. COLI FIMH MUTANTS AND USES THEREOF	Tag
4	1205	Method and System For Classification Prediction and Model Deployment	Tag
4	1206	DYNAMIC MEDIA CONTENT CATEGORIZATION METHOD	Tag
4	1207	SYSTEM, METHOD, AND APPARATUS FOR PROVIDING DYNAMIC, PRIORITIZED SPECTRUM MANAGEMENT AND UTILIZATION	Tag
-1	1208	Gesture Interaction Method and Apparatus, and Terminal Device	Tag
-1	1209	Dressing	Tag
4	1210	METHOD FOR DETERMINING SIDELINK TRANSMISSION POWER IN NR V2X, AND SYNCHRONIZATION	Tag
-1	1211	TEA MAKING APPLIANCE WITH FILTER ASSEMBLY	Tag
18	1212	HEALTHCARE PERFORMANCE	Tag
4	1213	STORAGE DEVICE INCLUDING MEMORY CONTROLLER AND OPERATING METHOD OF MEMORY CONTROLLER	Tag
-1	1214	ELECTRONIC DEVICE INCLUDING SLIDE-OUT DISPLAY	Tag
-1	1215	STORING FACIAL RECOGNITION ELEMENTS AS LAYERS TO BLEND FACIAL CHANGES	Tag
4	1216	METHODS, DEVICES AND SYSTEMS FOR PROCESSING AND ANALYSING DATA FROM MULTIPLE SOURCES	Tag
12	1217	A COLD WORKING APPARATUS AND A METHOD FOR COLD WORKING A BLANK	Tag
0	1218	PACKAGE-EMBEDDED BOARD	Tag
1	1219	APPARATUS AND METHOD FOR NOTCHING ELECTRODE SHEET	Tag
-1	1220	KIT OF SCOOTER AND SCOOTER	Tag
4	1221	SYSTEM FOR PROCESSING MATRICES USING MULTIPLE PROCESSORS SIMULTANEOUSLY	Tag
7	1222	APPARATUS FOR CUTTING A TISSUE SECTION OF AN EYE BY LASER RADIATION	Tag
-1	1223	METHODS OF MANUFACTURING AND INSPECTING CUSTOMIZED DENTAL APPLIANCES	Tag
4	1224	DRILLING DATA CORRECTION WITH MACHINE LEARNING AND RULES-BASED PREDICTIONS	Tag
-1	1225	SENSOR UNIT, ABSORBENT ARTICLE KIT, AND ABSORBENT ARTICLE PACKAGE	Tag
-1	1226	DRIVE DEVICE	Tag
1	1227	A CONSUMPTION METER, A CALIBRATION SYSTEM AND A METHOD OF CALIBRATION	Tag
15	1228	RUBBER COMPOSITION FOR DYNAMIC OR STATIC APPLICATIONS, PROCESS FOR PREPARING SAME AND PRODUCTS INCORPORATING SAME	Tag
-1	1229	COOPERATIVE ROBOTIC ARM SYSTEM AND HOMING METHOD THEREOF	Tag
13	1230	INTERNALLY HEATED MODULAR FLUID DELIVERY SYSTEM	Tag
4	1231	PROCESS, SYSTEM, AND DEVICE FOR DETERMINING A RELATED PRODUCT	Tag
4	1232	SINGLE CHIRP DATA ALIGNMENT WITH EARLY MESSAGE REJECTION FOR CHIRP SPREAD SPECTRUM	Tag
14	1233	RESERVOIR ASSEMBLY FOR PROVIDING CARDIOPLEGIC SOLUTION CONTAINING BICARBONATE ION, AND METHOD FOR MANUFACTURING THE SAME	Tag
19	1234	DRIVER'S VEHICLE SOUND PERCEPTION METHOD DURING AUTONOMOUS TRAVELING AND AUTONOMOUS VEHICLE THEREOF	Tag
20	1235	BENDING SYSTEM AND CORRECTING METHOD FOR TOOL MISALIGNMENT	Tag
4	1236	DEVICE TETHERING SYSTEM AND METHOD	Tag
4	1237	LAYER-2 NETWORKING INFORMATION IN A VIRTUALIZED CLOUD ENVIRONMENT	Tag
18	1238	SUCTION PAD AND DEFORMATION MEASURING DEVICE	Tag
4	1239	SCALABLE, ROBUST, AND SECURE MULTI-TENANT EDGE ARCHITECTURE FOR MISSION-CRITICAL APPLICATIONS	Tag
-1	1240	BLANK MASK AND PHOTOMASK USING THE SAME	Tag
-1	1241	Decision-Support System for Aircraft Requiring Emergency Landings	Tag
4	1242	SORTING DEVICE, SELECTING SYSTEM, SORTING METHOD, AND NONTRANSITORY COMPUTER READABLE MEDIUM	Tag
17	1243	LAMA2, PLXDC2 AND MLL4 AS NOVEL BIOMARKERS FOR PREDIABETES AND DIABETES	Tag
4	1244	BUSINESS DOCUMENTS PRESENTATION DEVICE, BUSINESS DOCUMENTS PRESENTATION METHOD AND BUSINESS DOCUMENTS PRESENTATION PROGRAM	Tag
18	1245	GLENOID IMPLANT	Tag
6	1246	ELECTRONIC DEVICE	Tag
-1	1247	PATTERN-BASED NEURAL NETWORK PRUNING	Tag
-1	1248	PISTON RING ASSEMBLY FOR A TURBINE ENGINE	Tag
15	1249	TWO-PACK TYPE COATING COMPOSITION	Tag
20	1250	PRESSING ROTATING MEMBER AND PRODUCTION METHOD THEREOF, FIXING APPARATUS, AND ELECTROPHOTOGRAPHIC IMAGE FORMING APPARATUS	Tag
13	1251	HEAT SOURCE SYSTEM, HOT WATER SUPPLY SYSTEM, HOT WATER SUPPLY METHOD, AND HOT WATER SUPPLY CONTROL PROGRAM	Tag
4	1252	SYSTEMS AND METHOD FOR MICRO NETWORK SEGMENTATION	Tag
0	1253	POWER AMPLIFIER DEVICE	Tag
15	1254	UV-PHOTOCURED RESIN LAYER AND IMAGE DISPLAY DEVICE USING THE SAME	Tag
0	1255	OVERVOLTAGE PROTECTION APPARATUS AND MODULAR OVERVOLTAGE PROTECTION SYSTEM	Tag
13	1256	SYSTEM AND METHOD TO DETERMINE ENVIRONMENTAL EMISSIONS AND FOOTPRINTS BASED ON FINANCIAL DATA	Tag
18	1257	CATHETERS WITH SHAPE LOCKING MECHANISMS	Tag
-1	1258	EVENT DRIVEN SHARED MEMORY PIXEL	Tag
4	1259	SHARED SECRET DATA PRODUCTION WITH USE OF CONCEALED CLOAKING ELEMENTS	Tag
6	1260	DISPLAY APPARATUS AND METHOD OF MANUFACTURING THE SAME	Tag
-1	1261	SHEET POST-PROCESSING APPARATUS	Tag
17	1262	COMBINED PHARMACEUTICAL COMPOSITION	Tag
4	1263	METHOD FOR PERFORMING RANDOM-ACCESS CHANNEL PROCEDURE BY TERMINAL IN WIRELESS COMMUNICATION SYSTEM, AND DEVICE THEREFOR	Tag
-1	1264	DISPLAY STAND THAT ADJUSTS TO THE SIZE OF THE ITEM BEING DISPLAYED	Tag
-1	1265	ASSEMBLY FOR AN AIRCRAFT, THE ASSEMBLY HAVING A PYLON AND A WING	Tag
4	1266	MEMORY CIRCUIT ARCHITECTURE	Tag
-1	1267	TIRE	Tag
-1	1268	FLOW-GUIDED MOTION RETARGETING	Tag
1	1269	OXIDATIVE DELITHIATION OF ALKALI NICKEL OXIDE	Tag
-1	1270	UAV HARDWARE ARCHITECTURE	Tag
14	1271	METHOD AND APPARATUS FOR TRANSFER OF LIQUID	Tag
-1	1272	DEVICE COMPATIBLE ENCLOSURE APPARATUS	Tag
-1	1273	ELECTROSURGICAL INSTRUMENT WITH ELECTRICAL RESISTANCE MONITOR AT ROTARY COUPLING	Tag
4	1274	APPARATUS, SYSTEM, AND METHOD FOR MULTI-LEVEL INSTRUCTION SCHEDULING IN A MICROPROCESSOR	Tag
-1	1275	SEALING FILM	Tag
-1	1276	METHOD, ARRAY AND USE THEREOF	Tag
-1	1277	ASSIGNMENT DEVICE, METHOD, AND PROGRAM	Tag
19	1278	HUMAN-POWERED VEHICLE CONTROL DEVICE	Tag
-1	1279	Computer Trackable Football, System and Method of Manufacturing	Tag
0	1280	Semiconductor Packaging Method, Semiconductor Assembly and Electronic Device Comprising Semiconductor Assembly	Tag
7	1281	METHOD FOR CONTROLLING CHEERING STICKS TO EMIT LIGHT BASED ON UWB LOCATION TECHNOLOGY	Tag
4	1282	METHOD AND APPARATUS TO ACCOUNT FOR TRANSPONDER TAGGED OBJECTS USED DURING CLINICAL PROCEDURES EMPLOYING A SHIELDED RECEPTACLE WITH ANTENNA	Tag
-1	1283	CRYSTAL OSCILLATOR AND PHASE NOISE REDUCTION METHOD THEREOF	Tag
-1	1284	APPARATUS, METHOD AND WELLBORE INSTALLATION TO MITIGATE HEAT DAMAGE TO WELL COMPONENTS DURING HIGH TEMPERATURE FLUID INJECTION	Tag
13	1285	TEMPERATURE CONTROL MECHANISM FOR AN ELECTRICAL COMPONENT	Tag
-1	1286	GOLF APPARATUS AND METHOD FOR MARKING THE POSITION OF A GOLF BALL AND SUPPORTING A GOLF CLUB	Tag
18	1287	FIBRIN RICH / SOFT CLOT MECHANICAL THROMBECTOMY DEVICE	Tag
-1	1288	TOUCH DISPLAY SCREEN AND TOUCH DISPLAY DEVICE	Tag
6	1289	DISPLAY DEVICE	Tag
12	1290	REFRACTORY OBJECT AND METHOD OF FORMING	Tag
0	1291	SEMICONDUCTOR STRUCTURE AND FABRICATION METHOD THEREOF	Tag
0	1292	MULTILAYER CERAMIC ELECTRONIC COMPONENT	Tag
-1	1293	Connector Set and Connector	Tag
-1	1294	Device for Manufacturing Granular Materials or Extrudates	Tag
7	1295	LIGHT EMITTING DISPLAY APPARATUS AND MULTI-SCREEN LIGHT EMITTING DISPLAY APPARATUS INCLUDING THE SAME	Tag
-1	1296	SYSTEMS AND METHODS FOR RISK-SENSITIVE SEQUENTIAL ACTION CONTROL FOR ROBOTIC DEVICES	Tag
-1	1297	FORK AND CARRYING ROBOT	Tag
6	1298	METHOD FOR DESIGNING AN ARRAY SUBSTRATE, ARRAY SUBSTRATE, DISPLAY PANEL AND DISPLAY DEVICE	Tag
15	1299	HEMOSTATIC PASTE AND METHODS OF MAKING THEREOF	Tag
19	1300	Architecture For Variable Motion Control Envelope	Tag
-1	1301	Stretchable Shipping/Pallet Wrap and Method for Use	Tag
7	1302	LIGHT EMITTING DISPLAY PANEL AND LIGHT EMITTING DISPLAY APPARATUS USING THE SAME	Tag
-1	1303	METHOD TO PRODUCE HIGH DENSITIES OF ISOLATED ATOMS ON SUPPORT SUBSTRATES	Tag
19	1304	SELF-HEALING LEARNING SYSTEM FOR ONE OR MORE CONTROLLERS	Tag
-1	1305	MAGNETIC RESONANCE SIGNATURE MATCHING (MRSIGMA) FOR REAL-TIME VOLUMETRIC MOTION TRACKING AND ADAPTIVE RADIOTHERAPY	Tag
-1	1306	6-Directional Icosidodecahedron Rotational Puzzle	Tag
0	1307	CONTAMINATION CONTROL IN SEMICONDUCTOR MANUFACTURING SYSTEMS	Tag
-1	1308	CONTAINER HAVING A SUPPORT PLATE WHICH HAS PROJECTIONS	Tag
0	1309	ETCHING APPARATUS AND ETCHING METHOD	Tag
-1	1310	SUSPENSION ARM FOR VEHICLES AND METHOD FOR PRODUCING SAME	Tag
4	1311	MEMORY BANDWIDTH MONITORING EXTENSIBLE COUNTER	Tag
0	1312	TRENCH SHIELD ISOLATION LAYER	Tag
4	1313	COEXISTENCE MANAGEMENT FOR RADIO FREQUENCY COMMUNICATION SYSTEMS	Tag
-1	1314	Inductor apparatus	Tag
19	1315	VEHICLE SVM SYSTEM INCLUDING TILT CAMERA	Tag
-1	1316	POLARIZING ELEMENT, CIRCULARLY POLARIZING PLATE, AND IMAGE DISPLAY DEVICE	Tag
11	1317	MOTOR UNIT	Tag
-1	1318	VIBRATION DEVICE AND APPARATUS INCLUDING THE SAME	Tag
-1	1319	MAGNETIC CORE STRUCTURES	Tag
17	1320	WATER-SOLUBLE FORMULATIONS, METHODS OF MAKING AND USE	Tag
-1	1321	INCREASING THE STABILITY OF AGENTS FOR TREATING KERATIN MATERIAL	Tag
-1	1322	REMINERALIZING DENTAL MATERIAL	Tag
4	1323	DESIGN ASSISTANCE TOOL	Tag
-1	1324	ELECTROMAGNETIC VALVE	Tag
6	1325	DATA CURRENT GENERATION CIRCUIT, DRIVING METHOD THEREFOR, DRIVER CHIP, AND DISPLAY PANEL	Tag
-1	1326	STEERING BEARING ASSEMBLY WITH INTERNAL CABLE ROUTING	Tag
6	1327	DISPLAY PANEL AND METHOD OF MANUFACTURING THE SAME, AND DISPLAY DEVICE	Tag
-1	1328	DIGITAL MAKEUP ARTIST	Tag
3	1329	VEHICLE ASSISTIVE HEARING	Tag
19	1330	MOTOR CONTROL DEVICE, MOTOR, AND MOTOR CONTROL METHOD	Tag
-1	1331	EFFECTOR MOUNTING PLATE	Tag
4	1332	INFORMATION PROCESSING DEVICE, INFORMATION PROCESSING METHOD, AND STORAGE MEDIUM	Tag
-1	1333	METHOD OF SAMPLING RELEVANT SURFACE POINTS OF A SUBJECT	Tag
4	1334	FRAME-BASED, LOW POWER INTERFACES BETWEEN DEVICES WITH DIFFERENT I/O SIGNALS	Tag
4	1335	Measurement Gap Design for NE-DC Mode	Tag
-1	1336	CAMERA SYSTEM	Tag
4	1337	METHODS AND SYSTEMS FOR TRANSFERRING A USER SESSION BETWEEN DEVICES	Tag
7	1338	OPTICAL WAVEGUIDE DEVICE THAT CONVERTS POLARIZATION OF LIGHT	Tag
10	1339	ILLUMINATION APERTURES FOR EXTENDED SAMPLE LIFETIMES IN HELICAL TOMOGRAPHY	Tag
-1	1340	TOOL FOR CONFIGURING HEADWALL UNITS USED FOR PATIENT SUPPORT APPARATUS COMMUNICATION	Tag
-1	1341	BIOREACTOR AND METHODS OF USE THEREOF	Tag
-1	1342	OVEN FOR REDUCING USER SCALDING	Tag
4	1343	NETWORK-SHARED DATA MANAGING SYSTEM AND METHOD	Tag
-1	1344	FOLDABLE DISPLAY APPARATUS	Tag
-1	1345	SYSTEMS AND METHODS FOR IMPROVED SUSTAINMENT OF A HIGH PERFORMANCE FRC WITH MULTI-SCALED CAPTURE TYPE VACUUM PUMPING	Tag
-1	1346	FILTERING HIDDEN MATRIX TRAINING DNN	Tag
